Text,Sentiment,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Tokenized_Text,No_Stopwords,Lemmatized_Text,Cleaned_Text
Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Neutral, SeaBreezeLover , Twitter  , #Rejuvenation #SeasideEscape            ,18.0,35.0, Spain           ,2021,9,20,14,"['rejuvenated', 'by', 'the', 'salty', 'breeze', 'and', 'the', 'sound', 'of', 'waves', 'at', 'the', 'seaside', '.']","['rejuvenated', 'salty', 'breeze', 'sound', 'waves', 'seaside', '.']","['rejuvenate', 'salty', 'breeze', 'sound', 'wave', 'seaside', '.']","['rejuvenated', 'salt', 'breeze', 'sound', 'wave', 'seaside']"
Whispers of inspiration from the rustling leaves in a serene forest. ,Positive, ForestDreamer   , Facebook , #Inspiration #ForestWhispers            ,28.0,55.0, Portugal        ,2016,11,15,11,"['whispers', 'of', 'inspiration', 'from', 'the', 'rustling', 'leaves', 'in', 'a', 'serene', 'forest', '.']","['whispers', 'inspiration', 'rustling', 'leaves', 'serene', 'forest', '.']","['whisper', 'inspiration', 'rustle', 'leaf', 'serene', 'forest', '.']","['whisper', 'inspiration', 'rustle', 'leaf', 'serene', 'forest']"
Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Positive, WinterWarmth    , Instagram , #Coziness #WarmWinterEvening           ,30.0,60.0, Switzerland     ,2020,1,12,18,"['savoring', 'the', 'warmth', 'of', 'a', 'cup', 'of', 'cocoa', 'on', 'a', 'chilly', 'winter', 'evening', '.']","['savoring', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'evening', '.']","['savor', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'even', '.']","['savor', 'warmth', 'cup', 'cocoa', 'chilly', 'winter', 'even']"
Heartfelt gratitude for the laughter shared during a family reunion. ,Positive, FamilyGatherer , Facebook , #Gratitude #FamilyLaughter              ,22.0,45.0, Austria         ,2017,12,28,19,"['heartfelt', 'gratitude', 'for', 'the', 'laughter', 'shared', 'during', 'a', 'family', 'reunion', '.']","['heartfelt', 'gratitude', 'laughter', 'shared', 'family', 'reunion', '.']","['heartfelt', 'gratitude', 'laughter', 'share', 'family', 'reunion', '.']","['heartfelt', 'gratitude', 'laughter', 'share', 'family', 'reunion']"
"Embarking on a culinary odyssey, savoring flavors around the world. ",Neutral, CulinaryExplorer , Twitter  , #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0, Belgium         ,2019,3,2,20,"['embarking', 'on', 'a', 'culinary', 'odyssey', ',', 'savoring', 'flavors', 'around', 'the', 'world', '.']","['embarking', 'culinary', 'odyssey', ',', 'savoring', 'flavors', 'around', 'world', '.']","['embark', 'culinary', 'odyssey', ',', 'savor', 'flavor', 'around', 'world', '.']","['embark', 'urinary', 'odyssey', 'savor', 'flavor', 'around', 'world']"
Euphoria floods in as the final puzzle piece fits perfectly.       ,Positive, PuzzleSolver    , Instagram , #Euphoria #PerfectPuzzle               ,20.0,40.0, Denmark         ,2022,6,8,15,"['euphoria', 'floods', 'in', 'as', 'the', 'final', 'puzzle', 'piece', 'fits', 'perfectly', '.']","['euphoria', 'floods', 'final', 'puzzle', 'piece', 'fits', 'perfectly', '.']","['euphoria', 'flood', 'final', 'puzzle', 'piece', 'fit', 'perfectly', '.']","['euphoria', 'flood', 'final', 'puzzle', 'piece', 'fit', 'perfectly']"
Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Neutral, CathedralVisitor , Facebook , #Awe #ArchitecturalGrandeur            ,18.0,35.0, Czech Republic  ,2018,8,18,14,"['awe-struck', 'by', 'the', 'grandeur', 'of', 'an', 'ancient', 'cathedral', ""'s"", 'intricate', 'architecture', '.']","['awe-struck', 'grandeur', 'ancient', 'cathedral', ""'s"", 'intricate', 'architecture', '.']","['awe-struck', 'grandeur', 'ancient', 'cathedral', ""'s"", 'intricate', 'architecture', '.']","['awe-struck', 'grandeur', 'ancient', 'cathedral', ""'s"", 'intricate', 'architecture']"
Curiosity awakened by the mysteries of an ancient archaeological site. ,Neutral, ArchaeologyEnthusiast , Instagram , #Curiosity #AncientMysteries          ,18.0,35.0, Australia ,2015,11,8,10,"['curiosity', 'awakened', 'by', 'the', 'mysteries', 'of', 'an', 'ancient', 'archaeological', 'site', '.']","['curiosity', 'awakened', 'mysteries', 'ancient', 'archaeological', 'site', '.']","['curiosity', 'awaken', 'mystery', 'ancient', 'archaeological', 'site', '.']","['curiosity', 'awaken', 'mystery', 'ancient', 'archaeological', 'site']"
Giddy with excitement as the first snowflakes dance from the sky. ,Positive, SnowfallEnthusiast , Twitter  , #Excitement #SnowfallMagic             ,22.0,45.0, Canada         ,2020,12,2,17,"['giddy', 'with', 'excitement', 'as', 'the', 'first', 'snowflakes', 'dance', 'from', 'the', 'sky', '.']","['giddy', 'excitement', 'first', 'snowflakes', 'dance', 'sky', '.']","['giddy', 'excitement', 'first', 'snowflake', 'dance', 'sky', '.']","['giddy', 'excitement', 'first', 'snowflakes', 'dance', 'sky']"
Contentment envelops as the aroma of freshly baked bread fills the air. ,Positive, BreadLover     , Instagram , #Contentment #FreshBreadAroma          ,28.0,55.0, France          ,2017,6,10,12,"['contentment', 'envelops', 'as', 'the', 'aroma', 'of', 'freshly', 'baked', 'bread', 'fills', 'the', 'air', '.']","['contentment', 'envelops', 'aroma', 'freshly', 'baked', 'bread', 'fills', 'air', '.']","['contentment', 'envelops', 'aroma', 'freshly', 'bake', 'bread', 'fill', 'air', '.']","['contentment', 'envelope', 'aroma', 'freshly', 'bake', 'bread', 'fill', 'air']"
Inspired by the resilience of a lone tree standing tall in a storm. ,Neutral, NatureResilient , Facebook , #Resilience #StandingTall              ,35.0,70.0, USA             ,2021,4,15,14,"['inspired', 'by', 'the', 'resilience', 'of', 'a', 'lone', 'tree', 'standing', 'tall', 'in', 'a', 'storm', '.']","['inspired', 'resilience', 'lone', 'tree', 'standing', 'tall', 'storm', '.']","['inspire', 'resilience', 'lone', 'tree', 'stand', 'tall', 'storm', '.']","['inspire', 'residence', 'lone', 'tree', 'stand', 'tall', 'storm']"
"Lost in the pages of a captivating novel, transported to another world. ",Neutral, Bookworm       , Twitter  , #Immersion #CaptivatingNovel           ,20.0,40.0, UK              ,2019,9,28,19,"['lost', 'in', 'the', 'pages', 'of', 'a', 'captivating', 'novel', ',', 'transported', 'to', 'another', 'world', '.']","['lost', 'pages', 'captivating', 'novel', ',', 'transported', 'another', 'world', '.']","['lose', 'page', 'captivate', 'novel', ',', 'transport', 'another', 'world', '.']","['lose', 'page', 'captivated', 'novel', 'transport', 'another', 'world']"
Drenched in nostalgia while flipping through an old family photo album. ,Neutral, FamilyHistorian , Instagram , #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0, India          ,2016,12,5,21,"['drenched', 'in', 'nostalgia', 'while', 'flipping', 'through', 'an', 'old', 'family', 'photo', 'album', '.']","['drenched', 'nostalgia', 'flipping', 'old', 'family', 'photo', 'album', '.']","['drench', 'nostalgia', 'flip', 'old', 'family', 'photo', 'album', '.']","['french', 'nostalgia', 'lip', 'old', 'family', 'photo', 'album']"
Spark of inspiration ignites like a shooting star in the night sky. ,Positive, NightSkyWatcher , Facebook , #Spark #InspirationIgnited             ,30.0,60.0, Australia      ,2018,2,10,23,"['spark', 'of', 'inspiration', 'ignites', 'like', 'a', 'shooting', 'star', 'in', 'the', 'night', 'sky', '.']","['spark', 'inspiration', 'ignites', 'like', 'shooting', 'star', 'night', 'sky', '.']","['spark', 'inspiration', 'ignites', 'like', 'shoot', 'star', 'night', 'sky', '.']","['spark', 'inspiration', 'unites', 'like', 'shoot', 'star', 'night', 'sky']"
Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Positive, TeaEnthusiast  , Twitter  , #Gratitude #WarmTea                    ,18.0,35.0, Japan           ,2023,2,15,8,"['imbued', 'with', 'gratitude', 'for', 'the', 'simple', 'pleasure', 'of', 'a', 'warm', 'cup', 'of', 'tea', '.']","['imbued', 'gratitude', 'simple', 'pleasure', 'warm', 'cup', 'tea', '.']","['imbue', 'gratitude', 'simple', 'pleasure', 'warm', 'cup', 'tea', '.']","['imbued', 'gratitude', 'simple', 'pleasure', 'warm', 'cup', 'tea']"
Marveling at the kaleidoscope of colors in a vibrant street market. ,Positive, MarketExplorer , Instagram , #Marvel #ColorfulStreetMarket          ,22.0,45.0, Brazil          ,2015,8,22,15,"['marveling', 'at', 'the', 'kaleidoscope', 'of', 'colors', 'in', 'a', 'vibrant', 'street', 'market', '.']","['marveling', 'kaleidoscope', 'colors', 'vibrant', 'street', 'market', '.']","['marvel', 'kaleidoscope', 'color', 'vibrant', 'street', 'market', '.']","['marvel', 'kaleidoscope', 'color', 'vagrant', 'street', 'market']"
Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Neutral, LakesideRetreater , Facebook , #Serenity #TranquilSunset              ,28.0,55.0, Germany       ,2020,11,20,18,"['awash', 'with', 'serenity', 'as', 'the', 'sun', 'sets', 'over', 'a', 'tranquil', 'lakeside', 'retreat', '.']","['awash', 'serenity', 'sun', 'sets', 'tranquil', 'lakeside', 'retreat', '.']","['awash', 'serenity', 'sun', 'set', 'tranquil', 'lakeside', 'retreat', '.']","['wash', 'serenity', 'sun', 'set', 'tranquil', 'lakeside', 'retreat']"
Drowning in sorrow as memories of lost love resurface.            ,Negative, LostInLove      , Instagram , #Heartbreak #LostLove                    ,15.0,30.0, USA             ,2019,8,5,21,"['drowning', 'in', 'sorrow', 'as', 'memories', 'of', 'lost', 'love', 'resurface', '.']","['drowning', 'sorrow', 'memories', 'lost', 'love', 'resurface', '.']","['drown', 'sorrow', 'memory', 'lose', 'love', 'resurface', '.']","['drown', 'sorrow', 'memory', 'lose', 'love', 'surface']"
Numbness sets in as the weight of loneliness grows heavier.       ,Negative, SolitudeSeeker , Twitter  , #Loneliness #HeavyHeart                  ,18.0,35.0, Canada          ,2021,2,12,16,"['numbness', 'sets', 'in', 'as', 'the', 'weight', 'of', 'loneliness', 'grows', 'heavier', '.']","['numbness', 'sets', 'weight', 'loneliness', 'grows', 'heavier', '.']","['numbness', 'set', 'weight', 'loneliness', 'grows', 'heavier', '.']","['numbness', 'set', 'weight', 'loneliness', 'grows', 'heavier']"
"Tears fall like raindrops, mourning the end of a cherished friendship. ",Negative, FriendshipsEnd  , Facebook , #Grief #LostFriendship                  ,22.0,45.0, UK              ,2020,11,28,14,"['tears', 'fall', 'like', 'raindrops', ',', 'mourning', 'the', 'end', 'of', 'a', 'cherished', 'friendship', '.']","['tears', 'fall', 'like', 'raindrops', ',', 'mourning', 'end', 'cherished', 'friendship', '.']","['tear', 'fall', 'like', 'raindrop', ',', 'mourn', 'end', 'cherished', 'friendship', '.']","['tear', 'fall', 'like', 'raindrops', 'mourn', 'end', 'cherished', 'friendship']"
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Negative, LostInDarkness  , Instagram , #Despair #EndlessDarkness               ,28.0,55.0, Australia        ,2016,5,15,22,"['despair', 'clouds', 'the', 'mind', ',', 'feeling', 'adrift', 'in', 'an', 'endless', 'sea', 'of', 'darkness', '.']","['despair', 'clouds', 'mind', ',', 'feeling', 'adrift', 'endless', 'sea', 'darkness', '.']","['despair', 'cloud', 'mind', ',', 'feel', 'adrift', 'endless', 'sea', 'darkness', '.']","['despair', 'cloud', 'mind', 'feel', 'adrift', 'endless', 'sea', 'darkness']"
"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative, BrokenTrust     , Twitter  , #Betrayal #ShatteredTrust               ,22.0,45.0, Germany         ,2018,9,10,13,"['shattered', 'by', 'betrayal', ',', 'trust', 'crumbles', 'like', 'fragile', 'glass', '.']","['shattered', 'betrayal', ',', 'trust', 'crumbles', 'like', 'fragile', 'glass', '.']","['shatter', 'betrayal', ',', 'trust', 'crumbles', 'like', 'fragile', 'glass', '.']","['shatter', 'betrayal', 'trust', 'crumbles', 'like', 'fragile', 'glass']"
"Aching heart, the symphony of pain plays in the silence of solitude. ",Negative, SilentSufferer  , Facebook , #Suffering #HeartacheSymphony          ,25.0,50.0, Brazil          ,2022,3,20,19,"['aching', 'heart', ',', 'the', 'symphony', 'of', 'pain', 'plays', 'in', 'the', 'silence', 'of', 'solitude', '.']","['aching', 'heart', ',', 'symphony', 'pain', 'plays', 'silence', 'solitude', '.']","['ache', 'heart', ',', 'symphony', 'pain', 'play', 'silence', 'solitude', '.']","['ache', 'heart', 'symphony', 'pain', 'play', 'silence', 'solitude']"
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Neutral, StormyFeelings  , Instagram , #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0, India          ,2017,7,18,17,"['emotional', 'storm', ',', 'a', 'whirlwind', 'of', 'sadness', 'engulfs', 'every', 'thought', '.']","['emotional', 'storm', ',', 'whirlwind', 'sadness', 'engulfs', 'every', 'thought', '.']","['emotional', 'storm', ',', 'whirlwind', 'sadness', 'engulfs', 'every', 'thought', '.']","['emotional', 'storm', 'whirlwind', 'sadness', 'engulfed', 'every', 'thought']"
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Negative, LingeringGhost  , Twitter  , #Regret #HauntedPast                    ,18.0,35.0, France         ,2018,12,15,10,"['haunted', 'by', 'regrets', ',', 'the', 'ghost', 'of', 'the', 'past', 'lingers', 'relentlessly', '.']","['haunted', 'regrets', ',', 'ghost', 'past', 'lingers', 'relentlessly', '.']","['haunt', 'regret', ',', 'ghost', 'past', 'lingers', 'relentlessly', '.']","['haunt', 'regret', 'ghost', 'past', 'fingers', 'relentlessly']"
"Torn apart by grief, the echoes of loss reverberate through the soul. ",Negative, EchoesOfLoss    , Facebook , #Grief #TornApart                       ,28.0,55.0, Italy         ,2015,6,28,21,"['torn', 'apart', 'by', 'grief', ',', 'the', 'echoes', 'of', 'loss', 'reverberate', 'through', 'the', 'soul', '.']","['torn', 'apart', 'grief', ',', 'echoes', 'loss', 'reverberate', 'soul', '.']","['torn', 'apart', 'grief', ',', 'echo', 'loss', 'reverberate', 'soul', '.']","['torn', 'apart', 'grief', 'echo', 'loss', 'reverberate', 'soul']"
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Negative, WinterOfEmotions , Instagram , #Isolation #EmotionalWinter            ,35.0,70.0, Japan       ,2020,4,2,14,"['isolation', 'deepens', ',', 'an', 'emotional', 'winter', 'where', 'warmth', 'is', 'but', 'a', 'distant', 'memory', '.']","['isolation', 'deepens', ',', 'emotional', 'winter', 'warmth', 'distant', 'memory', '.']","['isolation', 'deepens', ',', 'emotional', 'winter', 'warmth', 'distant', 'memory', '.']","['isolation', 'deepens', 'emotional', 'winter', 'warmth', 'distant', 'memory']"
"Soul-crushing disappointment, hopes shattered like fragile glass. ",Negative, ShatteredHopes  , Twitter  , #Disappointment #CrushedHopes          ,20.0,40.0, Spain        ,2019,10,8,18,"['soul-crushing', 'disappointment', ',', 'hopes', 'shattered', 'like', 'fragile', 'glass', '.']","['soul-crushing', 'disappointment', ',', 'hopes', 'shattered', 'like', 'fragile', 'glass', '.']","['soul-crushing', 'disappointment', ',', 'hope', 'shatter', 'like', 'fragile', 'glass', '.']","['soul-crushing', 'disappointment', 'hope', 'shatter', 'like', 'fragile', 'glass']"
"Painful echoes of a love once cherished, now lost in the abyss of time. ",Neutral, AbyssOfTime     , Facebook , #LostLove #PainfulEchoes               ,22.0,45.0, Netherlands  ,2016,11,22,9,"['painful', 'echoes', 'of', 'a', 'love', 'once', 'cherished', ',', 'now', 'lost', 'in', 'the', 'abyss', 'of', 'time', '.']","['painful', 'echoes', 'love', 'cherished', ',', 'lost', 'abyss', 'time', '.']","['painful', 'echo', 'love', 'cherished', ',', 'lose', 'abyss', 'time', '.']","['painful', 'echo', 'love', 'cherished', 'lose', 'abyss', 'time']"
"Heartache deepens, a solitary journey through the abyss of despair. ",Negative, SolitaryDescent , Instagram , #Despair #AbyssOfHeartache             ,40.0,80.0, South Africa ,2022,8,18,22,"['heartache', 'deepens', ',', 'a', 'solitary', 'journey', 'through', 'the', 'abyss', 'of', 'despair', '.']","['heartache', 'deepens', ',', 'solitary', 'journey', 'abyss', 'despair', '.']","['heartache', 'deepens', ',', 'solitary', 'journey', 'abyss', 'despair', '.']","['headache', 'deepens', 'solitary', 'journey', 'abyss', 'despair']"
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Negative, SerenadeOfSolitude , Twitter , #Melancholy #QuietSerenade             ,18.0,35.0, UK         ,2017,3,12,23,"['melancholy', 'lingers', ',', 'a', 'bittersweet', 'serenade', 'in', 'the', 'quietude', 'of', 'solitude', '.']","['melancholy', 'lingers', ',', 'bittersweet', 'serenade', 'quietude', 'solitude', '.']","['melancholy', 'lingers', ',', 'bittersweet', 'serenade', 'quietude', 'solitude', '.']","['melancholy', 'fingers', 'bittersweet', 'serene', 'quieted', 'solitude']"
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Negative, PoisonedHeart   , Facebook , #Bitterness #WoundedHeart              ,25.0,50.0, Australia   ,2015,12,15,16,"['bitterness', 'like', 'a', 'poison', ',', 'seeping', 'into', 'every', 'crevice', 'of', 'the', 'wounded', 'heart', '.']","['bitterness', 'like', 'poison', ',', 'seeping', 'every', 'crevice', 'wounded', 'heart', '.']","['bitterness', 'like', 'poison', ',', 'seep', 'every', 'crevice', 'wound', 'heart', '.']","['bitterness', 'like', 'poison', 'see', 'every', 'service', 'wound', 'heart']"
